Nit_data,X,Y
0.4,409991,357054
0.4,409991,356954
0.4,409991,356854
0.4,409991,356754
0.02,409991,356654
0.5,409991,356554
0.5,409991,356454
0.5,409991,356354
0.5,409991,356254
0.5,409991,356154
0.5,410091,361254
0.5,410091,361154
0.5,410091,361054
0.5,410091,360954
0.5,410091,360854
0.5,410091,360754
0.4,410091,360654
0.4,410091,360554
0.4,410091,360454
0.4,410091,360354
0.4,410091,360254
0.3,410091,360154
0.3,410091,360054
0.3,410091,359954
0.3,410091,359854
0.3,410091,359754
0.1,410091,359654
0.1,410091,359554
0.1,410091,359454
0.1,410091,359354
0.88,410091,359254
0.88,410091,359154
0.7,410091,359054
0.03,410091,358954
0.03,410091,358854
0.03,410091,358754
0.02,410091,358654
0.02,410091,358554
0.02,410091,358454
0.02,410091,358354
0.02,410091,358254
0.02,410091,358154
0.05,410091,358054
0.05,410091,357954
0.85,410091,357854
0.85,410091,357754
0.85,410091,357654
0.85,410091,357554
0.2,410091,357454
0.1,410091,357354
0.1,410091,357254
0.1,410091,357154
0.4,410091,357054
0.4,410091,356954
0.4,410091,356854
0.4,410091,356754
0.02,410091,356654
0.5,410091,356554
0.5,410091,356454
0.5,410091,356354
0.5,410091,356254
0.5,410091,356154
0.5,410191,361254
0.5,410191,361154
0.5,410191,361054
0.5,410191,360954
0.5,410191,360854
0.5,410191,360754
0.4,410191,360654
0.4,410191,360554
0.4,410191,360454
0.4,410191,360354
0.4,410191,360254
0.3,410191,360154
0.3,410191,360054
0.3,410191,359954
0.3,410191,359854
0.3,410191,359754
0.1,410191,359654
0.1,410191,359554
0.1,410191,359454
0.1,410191,359354
0.88,410191,359254
0.88,410191,359154
0.7,410191,359054
0.03,410191,358954
0.03,410191,358854
0.03,410191,358754
0.02,410191,358654
0.02,410191,358554
0.02,410191,358454
0.02,410191,358354
0.02,410191,358254
0.02,410191,358154
0.05,410191,358054
0.05,410191,357954
0.85,410191,357854
0.85,410191,357754
0.85,410191,357654
0.85,410191,357554
0.2,410191,357454
0.1,410191,357354
0.1,410191,357254
0.1,410191,357154
0.4,410191,357054
0.4,410191,356954
0.4,410191,356854
0.4,410191,356754
0.02,410191,356654
0.5,410191,356554
0.5,410191,356454
0.5,410191,356354
0.5,410191,356254
0.5,410191,356154
0.5,410291,361254
0.5,410291,361154
0.5,410291,361054
0.5,410291,360954
0.5,410291,360854
0.5,410291,360754
0.4,410291,360654
0.4,410291,360554
0.4,410291,360454
0.4,410291,360354
0.4,410291,360254
0.3,410291,360154
0.3,410291,360054
0.3,410291,359954
0.3,410291,359854
0.3,410291,359754
0.1,410291,359654
0.1,410291,359554
0.1,410291,359454
0.1,410291,359354
0.88,410291,359254
0.88,410291,359154
0.7,410291,359054
0.03,410291,358954
0.03,410291,358854
0.03,410291,358754
0.02,410291,358654
0.02,410291,358554
0.02,410291,358454
0.02,410291,358354
0.02,410291,358254
0.02,410291,358154
0.05,410291,358054
0.05,410291,357954
0.85,410291,357854
0.85,410291,357754
0.85,410291,357654
0.85,410291,357554
0.2,410291,357454
0.1,410291,357354
0.1,410291,357254
0.1,410291,357154
0.4,410291,357054
0.4,410291,356954
0.4,410291,356854
0.4,410291,356754
0.02,410291,356654
0.5,410291,356554
0.5,410291,356454
0.5,410291,356354
0.5,410291,356254
0.5,410291,356154
0.5,410391,361254
0.5,410391,361154
0.5,410391,361054
0.5,410391,360954
0.5,410391,360854
0.5,410391,360754
0.4,410391,360654
0.4,410391,360554
0.4,410391,360454
0.4,410391,360354
0.4,410391,360254
0.3,410391,360154
0.3,410391,360054
0.3,410391,359954
0.3,410391,359854
0.3,410391,359754
0.1,410391,359654
0.1,410391,359554
0.1,410391,359454
0.1,410391,359354
0.88,410391,359254
0.88,410391,359154
0.7,410391,359054
0.03,410391,358954
0.03,410391,358854
0.03,410391,358754
0.02,410391,358654
0.02,410391,358554
0.02,410391,358454
0.02,410391,358354
0.02,410391,358254
0.02,410391,358154
0.05,410391,358054
0.05,410391,357954
0.85,410391,357854
0.85,410391,357754
0.85,410391,357654
0.85,410391,357554
0.2,410391,357454
0.1,410391,357354
0.1,410391,357254
0.1,410391,357154
0.4,410391,357054
0.4,410391,356954
0.4,410391,356854
0.4,410391,356754
0.02,410391,356654
0.5,410391,356554
0.5,410391,356454
0.5,410391,356354
0.5,410391,356254
0.5,410391,356154
0.5,410491,361254
0.5,410491,361154
0.5,410491,361054
0.5,410491,360954
0.5,410491,360854
0.5,410491,360754
0.4,410491,360654
0.4,410491,360554
0.4,410491,360454
0.4,410491,360354
0.4,410491,360254
0.3,410491,360154
0.3,410491,360054
0.3,410491,359954
0.3,410491,359854
0.3,410491,359754
0.1,410491,359654
0.1,410491,359554
0.1,410491,359454
0.1,410491,359354
0.88,410491,359254
0.88,410491,359154
0.7,410491,359054
0.03,410491,358954
0.03,410491,358854
0.03,410491,358754
0.02,410491,358654
0.02,410491,358554
0.02,410491,358454
0.02,410491,358354
0.02,410491,358254
0.02,410491,358154
0.05,410491,358054
0.05,410491,357954
0.85,410491,357854
0.85,410491,357754
0.85,410491,357654
0.85,410491,357554
0.2,410491,357454
0.1,410491,357354
0.1,410491,357254
0.1,410491,357154
0.4,410491,357054
0.4,410491,356954
0.4,410491,356854
0.4,410491,356754
0.02,410491,356654
0.5,410491,356554
0.5,410491,356454
0.5,410491,356354
0.5,410491,356254
0.5,410491,356154
0.5,410591,361254
0.5,410591,361154
0.5,410591,361054
0.5,410591,360954
0.5,410591,360854
0.5,410591,360754
0.4,410591,360654
0.4,410591,360554
0.4,410591,360454
0.4,410591,360354
0.4,410591,360254
0.3,410591,360154
0.3,410591,360054
0.3,410591,359954
0.3,410591,359854
0.3,410591,359754
0.1,410591,359654
0.1,410591,359554
0.1,410591,359454
0.1,410591,359354
0.88,410591,359254
0.88,410591,359154
0.7,410591,359054
0.03,410591,358954
0.03,410591,358854
0.03,410591,358754
0.02,410591,358654
0.02,410591,358554
0.02,410591,358454
0.02,410591,358354
0.02,410591,358254
0.02,410591,358154
0.05,410591,358054
0.05,410591,357954
0.85,410591,357854
0.85,410591,357754
0.85,410591,357654
0.85,410591,357554
0.2,410591,357454
0.1,410591,357354
0.1,410591,357254
0.1,410591,357154
0.4,410591,357054
0.4,410591,356954
0.4,410591,356854
0.4,410591,356754
0.02,410591,356654
0.5,410591,356554
0.5,410591,356454
0.5,410591,356354
0.5,410591,356254
0.5,410591,356154
0.5,410691,361254
0.5,410691,361154
0.5,410691,361054
0.5,410691,360954
0.5,410691,360854
0.5,410691,360754
0.4,410691,360654
0.4,410691,360554
0.4,410691,360454
0.4,410691,360354
0.4,410691,360254
0.3,410691,360154
0.3,410691,360054
0.3,410691,359954
0.3,410691,359854
0.3,410691,359754
0.1,410691,359654
0.1,410691,359554
0.1,410691,359454
0.1,410691,359354
0.88,410691,359254
0.88,410691,359154
0.7,410691,359054
0.03,410691,358954
0.03,410691,358854
0.03,410691,358754
0.02,410691,358654
0.02,410691,358554
0.02,410691,358454
0.02,410691,358354
0.02,410691,358254
0.02,410691,358154
0.05,410691,358054
0.05,410691,357954
0.85,410691,357854
0.85,410691,357754
0.85,410691,357654
0.85,410691,357554
0.2,410691,357454
0.1,410691,357354
0.1,410691,357254
0.1,410691,357154
0.4,410691,357054
0.4,410691,356954
0.4,410691,356854
0.4,410691,356754
0.02,410691,356654
0.5,410691,356554
0.5,410691,356454
0.5,410691,356354
0.5,410691,356254
0.5,410691,356154
0.5,410791,361254
0.5,410791,361154
0.5,410791,361054
0.5,410791,360954
0.5,410791,360854
0.5,410791,360754
0.4,410791,360654
0.4,410791,360554
0.4,410791,360454
0.4,410791,360354
0.4,410791,360254
0.3,410791,360154
0.3,410791,360054
0.3,410791,359954
0.3,410791,359854
0.3,410791,359754
0.1,410791,359654
0.1,410791,359554
0.1,410791,359454
0.1,410791,359354
0.88,410791,359254
0.88,410791,359154
0.7,410791,359054
0.03,410791,358954
0.03,410791,358854
0.03,410791,358754
0.04,410791,358654
0.04,410791,358554
0.02,410791,358454
0.02,410791,358354
0.02,410791,358254
0.02,410791,358154
0.7,410791,358054
0.7,410791,357954
0.85,410791,357854
0.85,410791,357754
0.85,410791,357654
0.85,410791,357554
0.2,410791,357454
0.1,410791,357354
0.1,410791,357254
0.1,410791,357154
0.4,410791,357054
0.4,410791,356954
0.4,410791,356854
0.4,410791,356754
0.02,410791,356654
0.5,410791,356554
0.5,410791,356454
0.5,410791,356354
0.5,410791,356254
0.5,410791,356154
0.5,410891,361254
0.5,410891,361154
0.5,410891,361054
0.5,410891,360954
0.5,410891,360854
0.5,410891,360754
0.4,410891,360654
0.4,410891,360554
0.4,410891,360454
0.4,410891,360354
0.4,410891,360254
0.3,410891,360154
0.3,410891,360054
0.3,410891,359954
0.3,410891,359854
0.3,410891,359754
0.1,410891,359654
0.1,410891,359554
0.1,410891,359454
0.1,410891,359354
0.88,410891,359254
0.88,410891,359154
0.7,410891,359054
0.03,410891,358954
0.03,410891,358854
0.03,410891,358754
0.04,410891,358654
0.04,410891,358554
0.02,410891,358454
0.02,410891,358354
0.02,410891,358254
0.02,410891,358154
0.7,410891,358054
0.7,410891,357954
0.85,410891,357854
0.85,410891,357754
0.85,410891,357654
0.85,410891,357554
0.2,410891,357454
0.1,410891,357354
0.1,410891,357254
0.1,410891,357154
0.4,410891,357054
0.4,410891,356954
0.4,410891,356854
0.4,410891,356754
0.02,410891,356654
0.5,410891,356554
0.5,410891,356454
0.5,410891,356354
0.5,410891,356254
0.5,410891,356154
0.5,410991,361254
0.5,410991,361154
0.5,410991,361054
0.5,410991,360954
0.5,410991,360854
0.5,410991,360754
0.4,410991,360654
0.4,410991,360554
0.4,410991,360454
0.4,410991,360354
0.4,410991,360254
0.3,410991,360154
0.3,410991,360054
0.3,410991,359954
0.3,410991,359854
0.3,410991,359754
0.1,410991,359654
0.1,410991,359554
0.1,410991,359454
0.1,410991,359354
0.88,410991,359254
0.88,410991,359154
0.7,410991,359054
0.7,410991,358954
0.7,410991,358854
0.05,410991,358754
0.05,410991,358654
0.05,410991,358554
0.05,410991,358454
0.05,410991,358354
0.05,410991,358254
0.05,410991,358154
0.7,410991,358054
0.7,410991,357954
0.85,410991,357854
0.85,410991,357754
0.85,410991,357654
0.85,410991,357554
0.02,410991,357454
0.1,410991,357354
0.1,410991,357254
0.1,410991,357154
0.4,410991,357054
0.4,410991,356954
0.4,410991,356854
0.4,410991,356754
0.02,410991,356654
0.5,410991,356554
0.5,410991,356454
0.5,410991,356354
0.5,410991,356254
0.5,410991,356154
0.5,411091,361254
0.5,411091,361154
0.5,411091,361054
0.5,411091,360954
0.5,411091,360854
0.5,411091,360754
0.4,411091,360654
0.4,411091,360554
0.4,411091,360454
0.4,411091,360354
0.4,411091,360254
0.3,411091,360154
0.3,411091,360054
0.3,411091,359954
0.3,411091,359854
0.3,411091,359754
0.1,411091,359654
0.1,411091,359554
0.1,411091,359454
0.1,411091,359354
0.88,411091,359254
0.88,411091,359154
0.7,411091,359054
0.7,411091,358954
0.7,411091,358854
0.01,411091,358754
0.01,411091,358654
0.01,411091,358554
0.01,411091,358454
0.01,411091,358354
0.01,411091,358254
0.01,411091,358154
0.7,411091,358054
0.7,411091,357954
0.85,411091,357854
0.85,411091,357754
0.85,411091,357654
0.85,411091,357554
0.01,411091,357454
0.1,411091,357354
0.1,411091,357254
0.1,411091,357154
0.4,411091,357054
0.4,411091,356954
0.4,411091,356854
0.4,411091,356754
0.01,411091,356654
0.5,411091,356554
0.5,411091,356454
0.5,411091,356354
0.5,411091,356254
0.5,411091,356154
0.5,411191,361254
0.5,411191,361154
0.5,411191,361054
0.5,411191,360954
0.5,411191,360854
0.5,411191,360754
0.4,411191,360654
0.4,411191,360554
0.4,411191,360454
0.4,411191,360354
0.4,411191,360254
0.3,411191,360154
0.3,411191,360054
0.3,411191,359954
0.3,411191,359854
0.3,411191,359754
0.1,411191,359654
0.1,411191,359554
0.1,411191,359454
0.1,411191,359354
0.88,411191,359254
0.88,411191,359154
0.7,411191,359054
0.7,411191,358954
0.7,411191,358854
0.01,411191,358754
0.01,411191,358654
0.01,411191,358554
0.01,411191,358454
0.01,411191,358354
0.01,411191,358254
0.01,411191,358154
0.7,411191,358054
0.7,411191,357954
0.85,411191,357854
0.85,411191,357754
0.85,411191,357654
0.85,411191,357554
0.01,411191,357454
0.1,411191,357354
0.1,411191,357254
0.1,411191,357154
0.4,411191,357054
0.4,411191,356954
0.4,411191,356854
0.4,411191,356754
0.01,411191,356654
0.5,411191,356554
0.5,411191,356454
0.5,411191,356354
0.5,411191,356254
0.5,411191,356154
0.5,411291,361254
0.5,411291,361154
0.5,411291,361054
0.5,411291,360954
0.5,411291,360854
0.5,411291,360754
0.4,411291,360654
0.4,411291,360554
0.4,411291,360454
0.4,411291,360354
0.4,411291,360254
0.3,411291,360154
0.3,411291,360054
0.3,411291,359954
0.3,411291,359854
0.3,411291,359754
0.1,411291,359654
0.1,411291,359554
0.1,411291,359454
0.1,411291,359354
0.88,411291,359254
0.88,411291,359154
0.7,411291,359054
0.7,411291,358954
0.7,411291,358854
0.01,411291,358754
0.01,411291,358654
0.01,411291,358554
0.01,411291,358454
0.01,411291,358354
0.01,411291,358254
0.01,411291,358154
0.7,411291,358054
0.7,411291,357954
0.85,411291,357854
0.85,411291,357754
0.85,411291,357654
0.85,411291,357554
0.01,411291,357454
0.1,411291,357354
0.1,411291,357254
0.1,411291,357154
0.4,411291,357054
0.4,411291,356954
0.4,411291,356854
0.4,411291,356754
0.01,411291,356654
0.5,411291,356554
0.5,411291,356454
0.5,411291,356354
0.5,411291,356254
0.5,411291,356154
0.5,411391,361254
0.5,411391,361154
0.5,411391,361054
0.5,411391,360954
0.5,411391,360854
0.5,411391,360754
0.4,411391,360654
0.4,411391,360554
0.4,411391,360454
0.4,411391,360354
0.4,411391,360254
0.3,411391,360154
0.3,411391,360054
0.3,411391,359954
0.3,411391,359854
0.3,411391,359754
0.1,411391,359654
0.1,411391,359554
0.1,411391,359454
0.1,411391,359354
0.88,411391,359254
0.88,411391,359154
0.7,411391,359054
0.7,411391,358954
0.7,411391,358854
0.01,411391,358754
0.01,411391,358654
0.01,411391,358554
0.01,411391,358454
0.01,411391,358354
0.01,411391,358254
0.01,411391,358154
0.7,411391,358054
0.7,411391,357954
0.85,411391,357854
0.85,411391,357754
0.85,411391,357654
0.85,411391,357554
0.01,411391,357454
0.1,411391,357354
0.1,411391,357254
0.1,411391,357154
0.4,411391,357054
0.4,411391,356954
0.4,411391,356854
0.4,411391,356754
0.01,411391,356654
0.5,411391,356554
0.5,411391,356454
0.5,411391,356354
0.5,411391,356254
0.5,411391,356154
0.5,411491,361254
0.5,411491,361154
0.5,411491,361054
0.5,411491,360954
0.5,411491,360854
0.5,411491,360754
0.4,411491,360654
0.4,411491,360554
0.4,411491,360454
0.4,411491,360354
0.4,411491,360254
0.3,411491,360154
0.3,411491,360054
0.3,411491,359954
0.3,411491,359854
0.3,411491,359754
0.1,411491,359654
0.1,411491,359554
0.1,411491,359454
0.1,411491,359354
0.88,411491,359254
0.88,411491,359154
0.7,411491,359054
0.7,411491,358954
0.7,411491,358854
0.01,411491,358754
0.01,411491,358654
0.01,411491,358554
0.01,411491,358454
0.01,411491,358354
0.01,411491,358254
0.01,411491,358154
0.7,411491,358054
0.7,411491,357954
0.85,411491,357854
0.85,411491,357754
0.85,411491,357654
0.85,411491,357554
0.01,411491,357454
0.1,411491,357354
0.1,411491,357254
0.1,411491,357154
0.4,411491,357054
0.4,411491,356954
0.4,411491,356854
0.4,411491,356754
0.01,411491,356654
0.5,411491,356554
0.5,411491,356454
0.5,411491,356354
0.5,411491,356254
0.5,411491,356154
0.5,411591,361254
0.5,411591,361154
0.5,411591,361054
0.5,411591,360954
0.5,411591,360854
0.5,411591,360754
0.4,411591,360654
0.4,411591,360554
0.4,411591,360454
0.4,411591,360354
0.4,411591,360254
0.3,411591,360154
0.3,411591,360054
0.3,411591,359954
0.3,411591,359854
0.3,411591,359754
0.1,411591,359654
0.1,411591,359554
0.1,411591,359454
0.1,411591,359354
0.88,411591,359254
0.88,411591,359154
0.7,411591,359054
0.7,411591,358954
0.7,411591,358854
0.01,411591,358754
0.01,411591,358654
0.01,411591,358554
0.01,411591,358454
0.01,411591,358354
0.01,411591,358254
0.01,411591,358154
0.7,411591,358054
0.7,411591,357954
0.85,411591,357854
0.85,411591,357754
0.85,411591,357654
0.85,411591,357554
0.01,411591,357454
0.1,411591,357354
0.1,411591,357254
0.1,411591,357154
0.4,411591,357054
0.4,411591,356954
0.4,411591,356854
0.4,411591,356754
0.01,411591,356654
0.5,411591,356554
0.5,411591,356454
0.5,411591,356354
0.5,411591,356254
0.5,411591,356154
0.5,411691,361254
0.5,411691,361154
0.5,411691,361054
0.5,411691,360954
0.5,411691,360854
0.5,411691,360754
0.4,411691,360654
0.4,411691,360554
0.4,411691,360454
0.4,411691,360354
0.4,411691,360254
0.3,411691,360154
0.3,411691,360054
0.3,411691,359954
0.3,411691,359854
0.3,411691,359754
0.1,411691,359654
0.1,411691,359554
0.1,411691,359454
0.1,411691,359354
0.88,411691,359254
0.88,411691,359154
0.7,411691,359054
0.7,411691,358954
0.7,411691,358854
0.01,411691,358754
0.01,411691,358654
0.01,411691,358554
0.01,411691,358454
0.01,411691,358354
0.01,411691,358254
0.01,411691,358154
0.7,411691,358054
0.7,411691,357954
0.85,411691,357854
0.85,411691,357754
0.85,411691,357654
0.85,411691,357554
0.01,411691,357454
0.1,411691,357354
0.1,411691,357254
0.1,411691,357154
0.4,411691,357054
0.4,411691,356954
0.4,411691,356854
0.4,411691,356754
0.01,411691,356654
0.5,411691,356554
0.5,411691,356454
0.5,411691,356354
0.5,411691,356254
0.5,411691,356154
0.5,411791,361254
0.5,411791,361154
0.5,411791,361054
0.5,411791,360954
0.5,411791,360854
0.5,411791,360754
0.4,411791,360654
0.4,411791,360554
0.4,411791,360454
0.4,411791,360354
0.4,411791,360254
0.3,411791,360154
0.3,411791,360054
0.3,411791,359954
0.3,411791,359854
0.3,411791,359754
0.1,411791,359654
0.1,411791,359554
0.1,411791,359454
0.1,411791,359354
0.88,411791,359254
0.88,411791,359154
0.7,411791,359054
0.7,411791,358954
0.7,411791,358854
0.01,411791,358754
0.01,411791,358654
0.01,411791,358554
0.01,411791,358454
0.01,411791,358354
0.01,411791,358254
0.01,411791,358154
0.01,411791,358054
0.01,411791,357954
0.85,411791,357854
0.85,411791,357754
0.85,411791,357654
0.85,411791,357554
0.01,411791,357454
0.1,411791,357354
0.1,411791,357254
0.1,411791,357154
0.4,411791,357054
0.4,411791,356954
0.4,411791,356854
0.4,411791,356754
0.01,411791,356654
0.5,411791,356554
0.5,411791,356454
0.5,411791,356354
0.5,411791,356254
0.5,411791,356154
0.5,411891,361254
0.5,411891,361154
0.5,411891,361054
0.5,411891,360954
0.5,411891,360854
0.5,411891,360754
0.4,411891,360654
0.4,411891,360554
0.4,411891,360454
0.4,411891,360354
0.4,411891,360254
0.3,411891,360154
0.3,411891,360054
0.3,411891,359954
0.3,411891,359854
0.3,411891,359754
0.1,411891,359654
0.1,411891,359554
0.1,411891,359454
0.1,411891,359354
0.01,411891,359254
0.01,411891,359154
0.7,411891,359054
0.7,411891,358954
0.7,411891,358854
0.01,411891,358754
0.01,411891,358654
0.01,411891,358554
0.01,411891,358454
0.01,411891,358354
0.01,411891,358254
0.01,411891,358154
0.01,411891,358054
0.01,411891,357954
0.85,411891,357854
0.85,411891,357754
0.85,411891,357654
0.85,411891,357554
0.01,411891,357454
0.1,411891,357354
0.1,411891,357254
0.1,411891,357154
0.4,411891,357054
0.4,411891,356954
0.4,411891,356854
0.4,411891,356754
0.01,411891,356654
0.5,411891,356554
0.5,411891,356454
0.5,411891,356354
0.5,411891,356254
0.5,411891,356154
0.5,411991,361254
0.5,411991,361154
0.5,411991,361054
0.5,411991,360954
0.5,411991,360854
0.5,411991,360754
0.4,411991,360654
0.4,411991,360554
0.4,411991,360454
0.4,411991,360354
0.4,411991,360254
0.3,411991,360154
0.3,411991,360054
0.3,411991,359954
0.3,411991,359854
0.3,411991,359754
0.1,411991,359654
0.1,411991,359554
0.1,411991,359454
0.1,411991,359354
0.3,411991,359254
0.01,411991,359154
0.7,411991,359054
0.7,411991,358954
0.7,411991,358854
0.01,411991,358754
0.01,411991,358654
0.01,411991,358554
0.01,411991,358454
0.01,411991,358354
0.01,411991,358254
0.01,411991,358154
0.01,411991,358054
0.01,411991,357954
0.85,411991,357854
0.85,411991,357754
0.85,411991,357654
0.85,411991,357554
0.2,411991,357454
0.2,411991,357354
0.2,411991,357254
0.01,411991,357154
0.4,411991,357054
0.4,411991,356954
0.4,411991,356854
0.4,411991,356754
0.01,411991,356654
0.5,411991,356554
0.5,411991,356454
0.5,411991,356354
0.5,411991,356254
0.5,411991,356154
0.5,412091,361254
0.5,412091,361154
0.5,412091,361054
0.5,412091,360954
0.5,412091,360854
0.5,412091,360754
0.4,412091,360654
0.4,412091,360554
0.4,412091,360454
0.4,412091,360354
0.4,412091,360254
0.3,412091,360154
0.3,412091,360054
0.3,412091,359954
0.3,412091,359854
0.3,412091,359754
0.1,412091,359654
0.1,412091,359554
0.1,412091,359454
0.1,412091,359354
0.3,412091,359254
0.01,412091,359154
0.7,412091,359054
0.7,412091,358954
0.7,412091,358854
0.01,412091,358754
0.01,412091,358654
0.01,412091,358554
0.01,412091,358454
0.01,412091,358354
0.01,412091,358254
0.01,412091,358154
0.01,412091,358054
0.01,412091,357954
0.85,412091,357854
0.85,412091,357754
0.85,412091,357654
0.85,412091,357554
0.2,412091,357454
0.2,412091,357354
0.2,412091,357254
0.01,412091,357154
0.4,412091,357054
0.4,412091,356954
0.4,412091,356854
0.4,412091,356754
0.01,412091,356654
0.5,412091,356554
0.5,412091,356454
0.5,412091,356354
0.5,412091,356254
0.5,412091,356154
0.5,412191,361254
0.5,412191,361154
0.5,412191,361054
0.5,412191,360954
0.5,412191,360854
0.5,412191,360754
0.4,412191,360654
0.4,412191,360554
0.4,412191,360454
0.4,412191,360354
0.4,412191,360254
0.3,412191,360154
0.3,412191,360054
0.3,412191,359954
0.3,412191,359854
0.3,412191,359754
0.1,412191,359654
0.1,412191,359554
0.1,412191,359454
0.1,412191,359354
0.3,412191,359254
0.01,412191,359154
0.7,412191,359054
0.7,412191,358954
0.7,412191,358854
0.01,412191,358754
0.01,412191,358654
0.01,412191,358554
0.01,412191,358454
0.01,412191,358354
0.01,412191,358254
0.01,412191,358154
0.01,412191,358054
0.01,412191,357954
0.85,412191,357854
0.85,412191,357754
0.85,412191,357654
0.85,412191,357554
0.2,412191,357454
0.2,412191,357354
0.2,412191,357254
0.01,412191,357154
0.4,412191,357054
0.4,412191,356954
0.4,412191,356854
0.4,412191,356754
0.01,412191,356654
0.5,412191,356554
0.5,412191,356454
0.5,412191,356354
0.5,412191,356254
0.5,412191,356154
0.5,412291,361254
0.5,412291,361154
0.5,412291,361054
0.5,412291,360954
0.5,412291,360854
0.5,412291,360754
0.4,412291,360654
0.4,412291,360554
0.4,412291,360454
0.4,412291,360354
0.4,412291,360254
0.3,412291,360154
0.3,412291,360054
0.3,412291,359954
0.3,412291,359854
0.3,412291,359754
0.1,412291,359654
0.1,412291,359554
0.1,412291,359454
0.1,412291,359354
0.3,412291,359254
0.01,412291,359154
0.7,412291,359054
0.7,412291,358954
0.7,412291,358854
0.01,412291,358754
0.01,412291,358654
0.01,412291,358554
0.01,412291,358454
0.01,412291,358354
0.01,412291,358254
0.01,412291,358154
0.01,412291,358054
0.01,412291,357954
0.85,412291,357854
0.85,412291,357754
0.85,412291,357654
0.85,412291,357554
0.2,412291,357454
0.2,412291,357354
0.2,412291,357254
0.01,412291,357154
0.4,412291,357054
0.4,412291,356954
0.4,412291,356854
0.4,412291,356754
0.01,412291,356654
0.5,412291,356554
0.5,412291,356454
0.5,412291,356354
0.5,412291,356254
0.5,412291,356154
0.5,412391,361254
0.5,412391,361154
0.5,412391,361054
0.5,412391,360954
0.5,412391,360854
0.5,412391,360754
0.4,412391,360654
0.4,412391,360554
0.4,412391,360454
0.4,412391,360354
0.4,412391,360254
0.3,412391,360154
0.3,412391,360054
0.3,412391,359954
0.3,412391,359854
0.3,412391,359754
0.1,412391,359654
0.1,412391,359554
0.1,412391,359454
0.1,412391,359354
0.3,412391,359254
0.01,412391,359154
0.7,412391,359054
0.7,412391,358954
0.7,412391,358854
0.01,412391,358754
0.01,412391,358654
0.01,412391,358554
0.01,412391,358454
0.01,412391,358354
0.01,412391,358254
0.01,412391,358154
0.01,412391,358054
0.01,412391,357954
0.85,412391,357854
0.85,412391,357754
0.85,412391,357654
0.85,412391,357554
0.2,412391,357454
0.2,412391,357354
0.2,412391,357254
0.01,412391,357154
0.4,412391,357054
0.4,412391,356954
0.4,412391,356854
0.4,412391,356754
0.01,412391,356654
0.5,412391,356554
0.5,412391,356454
0.5,412391,356354
0.5,412391,356254
0.5,412391,356154
0.5,412491,361254
0.5,412491,361154
0.5,412491,361054
0.5,412491,360954
0.5,412491,360854
0.5,412491,360754
0.4,412491,360654
0.4,412491,360554
0.4,412491,360454
0.4,412491,360354
0.4,412491,360254
0.3,412491,360154
0.3,412491,360054
0.3,412491,359954
0.3,412491,359854
0.3,412491,359754
0.1,412491,359654
0.1,412491,359554
0.1,412491,359454
0.1,412491,359354
0.3,412491,359254
0.01,412491,359154
0.7,412491,359054
0.7,412491,358954
0.7,412491,358854
0.01,412491,358754
0.01,412491,358654
0.01,412491,358554
0.01,412491,358454
0.01,412491,358354
0.01,412491,358254
0.01,412491,358154
0.01,412491,358054
0.01,412491,357954
0.01,412491,357854
0.01,412491,357754
0.01,412491,357654
0.01,412491,357554
0.2,412491,357454
0.2,412491,357354
0.2,412491,357254
0.25,412491,357154
0.25,412491,357054
0.25,412491,356954
0.4,412491,356854
0.4,412491,356754
0.02,412491,356654
0.5,412491,356554
0.5,412491,356454
0.5,412491,356354
0.5,412491,356254
0.5,412491,356154
0.5,412591,361254
0.5,412591,361154
0.5,412591,361054
0.5,412591,360954
0.5,412591,360854
0.5,412591,360754
0.4,412591,360654
0.4,412591,360554
0.4,412591,360454
0.4,412591,360354
0.4,412591,360254
0.3,412591,360154
0.3,412591,360054
0.3,412591,359954
0.3,412591,359854
0.3,412591,359754
0.1,412591,359654
0.1,412591,359554
0.1,412591,359454
0.1,412591,359354
0.3,412591,359254
0.02,412591,359154
0.02,412591,359054
0.02,412591,358954
0.02,412591,358854
0.02,412591,358754
0.02,412591,358654
0.02,412591,358554
0.02,412591,358454
0.02,412591,358354
0.02,412591,358254
0.02,412591,358154
0.02,412591,358054
0.02,412591,357954
0.02,412591,357854
0.02,412591,357754
0.02,412591,357654
0.02,412591,357554
0.2,412591,357454
0.2,412591,357354
0.2,412591,357254
0.25,412591,357154
0.25,412591,357054
0.25,412591,356954
0.4,412591,356854
0.4,412591,356754
0.02,412591,356654
0.5,412591,356554
0.5,412591,356454
0.5,412591,356354
0.5,412591,356254
0.5,412591,356154
0.5,412691,361254
0.5,412691,361154
0.5,412691,361054
0.5,412691,360954
0.5,412691,360854
0.5,412691,360754
0.4,412691,360654
0.4,412691,360554
0.4,412691,360454
0.4,412691,360354
0.4,412691,360254
0.3,412691,360154
0.3,412691,360054
0.3,412691,359954
0.3,412691,359854
0.3,412691,359754
0.1,412691,359654
0.1,412691,359554
0.1,412691,359454
0.1,412691,359354
0.3,412691,359254
0.02,412691,359154
0.02,412691,359054
0.02,412691,358954
0.02,412691,358854
0.02,412691,358754
0.02,412691,358654
0.02,412691,358554
0.02,412691,358454
0.02,412691,358354
0.02,412691,358254
0.02,412691,358154
0.02,412691,358054
0.02,412691,357954
0.02,412691,357854
0.02,412691,357754
