fid,id,Grid_data_Nit_dep,Grid_data_Acid_dep,X,Y
726,726,"0.5","0.18",408691,356354
727,727,"0.5","0.18",408691,356254
728,728,"0.5","0.18",408691,356154
729,729,"0.5","0.18",408791,361254
730,730,"0.5","0.18",408791,361154
731,731,"0.5","0.18",408791,361054
732,732,"0.5","0.18",408791,360954
733,733,"0.5","0.18",408791,360854
734,734,"0.5","0.18",408791,360754
735,735,"0.4","0.1",408791,360654
736,736,"0.4","0.1",408791,360554
737,737,"0.4","0.1",408791,360454
738,738,"0.4","0.1",408791,360354
739,739,"0.4","0.1",408791,360254
740,740,"0.3","0.1",408791,360154
741,741,"0.3","0.08",408791,360054
742,742,"0.3","0.08",408791,359954
743,743,"0.3","0.08",408791,359854
744,744,"0.3","0.08",408791,359754
745,745,"0.1","0.09",408791,359654
746,746,"0.1","0.09",408791,359554
747,747,"0.1","0.09",408791,359454
748,748,"0.1","0.09",408791,359354
749,749,"0.07","0.09",408791,359254
750,750,"0.07","0.09",408791,359154
751,751,"0.07","0.08",408791,359054
752,752,"0.07","0.08",408791,358954
753,753,"0.07","0.08",408791,358854
754,754,"0.07","0.08",408791,358754
755,755,"0.07","0.08",408791,358654
756,756,"0.07","0.08",408791,358554
757,757,"0.07","0.08",408791,358454
758,758,"0.07","0.08",408791,358354
759,759,"0.07","0.08",408791,358254
760,760,"0.07","0.08",408791,358154
761,761,"0.07","0.08",408791,358054
762,762,"0.07","0.08",408791,357954
763,763,"0.85","0.08",408791,357854
764,764,"0.85","0.08",408791,357754
765,765,"0.85","0.08",408791,357654
766,766,"0.85","0.08",408791,357554
767,767,"0.2","0.08",408791,357454
768,768,"0.1","0.08",408791,357354
769,769,"0.1","0.08",408791,357254
770,770,"0.1","0.08",408791,357154
771,771,"0.4","0.08",408791,357054
772,772,"0.4","0.08",408791,356954
773,773,"0.4","0.08",408791,356854
774,774,"0.4","0.08",408791,356754
775,775,"0.07","0.08",408791,356654
776,776,"0.5","0.1",408791,356554
777,777,"0.5","0.1",408791,356454
778,778,"0.5","0.18",408791,356354
779,779,"0.5","0.18",408791,356254
780,780,"0.5","0.18",408791,356154
781,781,"0.5","0.18",408891,361254
782,782,"0.5","0.18",408891,361154
783,783,"0.5","0.18",408891,361054
784,784,"0.5","0.18",408891,360954
785,785,"0.5","0.18",408891,360854
786,786,"0.5","0.18",408891,360754
787,787,"0.4","0.1",408891,360654
788,788,"0.4","0.1",408891,360554
789,789,"0.4","0.1",408891,360454
790,790,"0.4","0.1",408891,360354
791,791,"0.4","0.1",408891,360254
792,792,"0.3","0.1",408891,360154
793,793,"0.3","0.08",408891,360054
794,794,"0.3","0.08",408891,359954
795,795,"0.3","0.08",408891,359854
796,796,"0.3","0.08",408891,359754
797,797,"0.1","0.08",408891,359654
798,798,"0.1","0.08",408891,359554
799,799,"0.1","0.08",408891,359454
800,800,"0.1","0.08",408891,359354
801,801,"0.06","0.08",408891,359254
802,802,"0.06","0.08",408891,359154
803,803,"0.06","0.07",408891,359054
804,804,"0.06","0.07",408891,358954
805,805,"0.06","0.07",408891,358854
806,806,"0.06","0.07",408891,358754
807,807,"0.06","0.07",408891,358654
808,808,"0.06","0.07",408891,358554
809,809,"0.06","0.07",408891,358454
810,810,"0.06","0.07",408891,358354
811,811,"0.06","0.07",408891,358254
812,812,"0.06","0.07",408891,358154
813,813,"0.06","0.07",408891,358054
814,814,"0.06","0.07",408891,357954
815,815,"0.85","0.07",408891,357854
816,816,"0.85","0.07",408891,357754
817,817,"0.85","0.07",408891,357654
818,818,"0.85","0.07",408891,357554
819,819,"0.2","0.07",408891,357454
820,820,"0.1","0.07",408891,357354
821,821,"0.1","0.07",408891,357254
822,822,"0.1","0.07",408891,357154
823,823,"0.4","0.07",408891,357054
824,824,"0.4","0.07",408891,356954
825,825,"0.4","0.07",408891,356854
826,826,"0.4","0.07",408891,356754
827,827,"0.06","0.07",408891,356654
828,828,"0.5","0.1",408891,356554
829,829,"0.5","0.1",408891,356454
830,830,"0.5","0.18",408891,356354
831,831,"0.5","0.18",408891,356254
832,832,"0.5","0.18",408891,356154
833,833,"0.5","0.18",408991,361254
834,834,"0.5","0.18",408991,361154
835,835,"0.5","0.18",408991,361054
836,836,"0.5","0.18",408991,360954
837,837,"0.5","0.18",408991,360854
838,838,"0.5","0.18",408991,360754
839,839,"0.4","0.1",408991,360654
840,840,"0.4","0.1",408991,360554
841,841,"0.4","0.1",408991,360454
842,842,"0.4","0.1",408991,360354
843,843,"0.4","0.1",408991,360254
844,844,"0.3","0.1",408991,360154
845,845,"0.3","0.08",408991,360054
846,846,"0.3","0.08",408991,359954
847,847,"0.3","0.08",408991,359854
848,848,"0.3","0.08",408991,359754
849,849,"0.1","0.06",408991,359654
850,850,"0.1","0.06",408991,359554
851,851,"0.1","0.06",408991,359454
852,852,"0.1","0.06",408991,359354
853,853,"0.05","0.06",408991,359254
854,854,"0.05","0.06",408991,359154
855,855,"0.05","0.06",408991,359054
856,856,"0.05","0.06",408991,358954
857,857,"0.05","0.06",408991,358854
858,858,"0.05","0.06",408991,358754
859,859,"0.05","0.06",408991,358654
860,860,"0.05","0.06",408991,358554
861,861,"0.05","0.06",408991,358454
862,862,"0.05","0.06",408991,358354
863,863,"0.05","0.06",408991,358254
864,864,"0.05","0.06",408991,358154
865,865,"0.05","0.06",408991,358054
866,866,"0.05","0.06",408991,357954
867,867,"0.85","0.06",408991,357854
868,868,"0.85","0.06",408991,357754
869,869,"0.85","0.06",408991,357654
870,870,"0.85","0.06",408991,357554
871,871,"0.2","0.06",408991,357454
872,872,"0.1","0.06",408991,357354
873,873,"0.1","0.06",408991,357254
874,874,"0.1","0.06",408991,357154
875,875,"0.4","0.06",408991,357054
876,876,"0.4","0.06",408991,356954
877,877,"0.4","0.04",408991,356854
878,878,"0.4","0.04",408991,356754
879,879,"0.05","0.04",408991,356654
880,880,"0.5","0.1",408991,356554
881,881,"0.5","0.1",408991,356454
882,882,"0.5","0.18",408991,356354
883,883,"0.5","0.18",408991,356254
884,884,"0.5","0.18",408991,356154
885,885,"0.5","0.18",409091,361254
886,886,"0.5","0.18",409091,361154
887,887,"0.5","0.18",409091,361054
888,888,"0.5","0.18",409091,360954
889,889,"0.5","0.18",409091,360854
890,890,"0.5","0.18",409091,360754
891,891,"0.4","0.1",409091,360654
892,892,"0.4","0.1",409091,360554
893,893,"0.4","0.1",409091,360454
894,894,"0.4","0.1",409091,360354
895,895,"0.4","0.1",409091,360254
896,896,"0.3","0.1",409091,360154
897,897,"0.3","0.08",409091,360054
898,898,"0.3","0.08",409091,359954
899,899,"0.3","0.08",409091,359854
900,900,"0.3","0.08",409091,359754
901,901,"0.1","0.05",409091,359654
902,902,"0.1","0.05",409091,359554
903,903,"0.1","0.05",409091,359454
904,904,"0.1","0.05",409091,359354
905,905,"0.05","0.05",409091,359254
906,906,"0.05","0.05",409091,359154
907,907,"0.05","0.05",409091,359054
908,908,"0.05","0.05",409091,358954
909,909,"0.05","0.05",409091,358854
910,910,"0.05","0.05",409091,358754
911,911,"0.05","0.05",409091,358654
912,912,"0.05","0.05",409091,358554
913,913,"0.05","0.05",409091,358454
914,914,"0.05","0.05",409091,358354
915,915,"0.05","0.05",409091,358254
916,916,"0.05","0.05",409091,358154
917,917,"0.05","0.05",409091,358054
918,918,"0.05","0.05",409091,357954
919,919,"0.85","0.05",409091,357854
920,920,"0.85","0.05",409091,357754
921,921,"0.85","0.05",409091,357654
922,922,"0.85","0.05",409091,357554
923,923,"0.2","0.05",409091,357454
924,924,"0.1","0.05",409091,357354
925,925,"0.1","0.05",409091,357254
926,926,"0.1","0.05",409091,357154
927,927,"0.4","0.05",409091,357054
928,928,"0.4","0.05",409091,356954
929,929,"0.4","0.04",409091,356854
930,930,"0.4","0.04",409091,356754
931,931,"0.05","0.04",409091,356654
932,932,"0.5","0.1",409091,356554
933,933,"0.5","0.1",409091,356454
934,934,"0.5","0.18",409091,356354
935,935,"0.5","0.18",409091,356254
936,936,"0.5","0.18",409091,356154
937,937,"0.5","0.18",409191,361254
938,938,"0.5","0.18",409191,361154
939,939,"0.5","0.18",409191,361054
940,940,"0.5","0.18",409191,360954
941,941,"0.5","0.18",409191,360854
942,942,"0.5","0.18",409191,360754
943,943,"0.4","0.1",409191,360654
944,944,"0.4","0.1",409191,360554
945,945,"0.4","0.1",409191,360454
946,946,"0.4","0.1",409191,360354
947,947,"0.4","0.1",409191,360254
948,948,"0.3","0.1",409191,360154
949,949,"0.3","0.08",409191,360054
950,950,"0.3","0.08",409191,359954
951,951,"0.3","0.08",409191,359854
952,952,"0.3","0.08",409191,359754
953,953,"0.1","0.04",409191,359654
954,954,"0.1","0.06",409191,359554
955,955,"0.1","0.06",409191,359454
956,956,"0.1","0.06",409191,359354
957,957,"0.04","0.04",409191,359254
958,958,"0.04","0.04",409191,359154
959,959,"0.04","0.04",409191,359054
960,960,"0.04","0.04",409191,358954
961,961,"0.04","0.04",409191,358854
962,962,"0.04","0.04",409191,358754
963,963,"0.04","0.04",409191,358654
964,964,"0.04","0.04",409191,358554
965,965,"0.04","0.04",409191,358454
966,966,"0.04","0.04",409191,358354
967,967,"0.04","0.04",409191,358254
968,968,"0.04","0.04",409191,358154
969,969,"0.04","0.04",409191,358054
970,970,"0.04","0.04",409191,357954
971,971,"0.85","0.04",409191,357854
972,972,"0.85","0.04",409191,357754
973,973,"0.85","0.04",409191,357654
974,974,"0.85","0.04",409191,357554
975,975,"0.2","0.04",409191,357454
976,976,"0.1","0.04",409191,357354
977,977,"0.1","0.04",409191,357254
978,978,"0.1","0.04",409191,357154
979,979,"0.4","0.04",409191,357054
980,980,"0.4","0.04",409191,356954
981,981,"0.4","0.04",409191,356854
982,982,"0.4","0.04",409191,356754
983,983,"0.04","0.04",409191,356654
984,984,"0.5","0.1",409191,356554
985,985,"0.5","0.1",409191,356454
986,986,"0.5","0.18",409191,356354
987,987,"0.5","0.18",409191,356254
988,988,"0.5","0.18",409191,356154
989,989,"0.5","0.18",409291,361254
990,990,"0.5","0.18",409291,361154
991,991,"0.5","0.18",409291,361054
992,992,"0.5","0.18",409291,360954
993,993,"0.5","0.18",409291,360854
994,994,"0.5","0.18",409291,360754
995,995,"0.4","0.1",409291,360654
996,996,"0.4","0.1",409291,360554
997,997,"0.4","0.1",409291,360454
998,998,"0.4","0.1",409291,360354
999,999,"0.4","0.1",409291,360254
1000,1000,"0.3","0.1",409291,360154
1001,1001,"0.3","0.08",409291,360054
1002,1002,"0.3","0.08",409291,359954
1003,1003,"0.3","0.08",409291,359854
1004,1004,"0.3","0.08",409291,359754
1005,1005,"0.1","0.04",409291,359654
1006,1006,"0.1","0.06",409291,359554
1007,1007,"0.1","0.06",409291,359454
1008,1008,"0.1","0.06",409291,359354
1009,1009,"0.03","0.04",409291,359254
1010,1010,"0.03","0.04",409291,359154
1011,1011,"0.03","0.04",409291,359054
1012,1012,"0.03","0.04",409291,358954
1013,1013,"0.03","0.04",409291,358854
1014,1014,"0.03","0.04",409291,358754
1015,1015,"0.03","0.04",409291,358654
1016,1016,"0.03","0.04",409291,358554
1017,1017,"0.03","0.04",409291,358454
1018,1018,"0.03","0.04",409291,358354
1019,1019,"0.03","0.04",409291,358254
1020,1020,"0.03","0.04",409291,358154
1021,1021,"0.03","0.04",409291,358054
1022,1022,"0.03","0.04",409291,357954
1023,1023,"0.85","0.04",409291,357854
1024,1024,"0.85","0.04",409291,357754
1025,1025,"0.85","0.04",409291,357654
1026,1026,"0.85","0.04",409291,357554
1027,1027,"0.2","0.04",409291,357454
1028,1028,"0.1","0.04",409291,357354
1029,1029,"0.1","0.04",409291,357254
1030,1030,"0.1","0.04",409291,357154
1031,1031,"0.4","0.04",409291,357054
1032,1032,"0.4","0.04",409291,356954
1033,1033,"0.4","0.04",409291,356854
1034,1034,"0.4","0.04",409291,356754
1035,1035,"0.03","0.04",409291,356654
1036,1036,"0.5","0.1",409291,356554
1037,1037,"0.5","0.1",409291,356454
1038,1038,"0.5","0.18",409291,356354
1039,1039,"0.5","0.18",409291,356254
1040,1040,"0.5","0.18",409291,356154
1041,1041,"0.5","0.18",409391,361254
1042,1042,"0.5","0.18",409391,361154
1043,1043,"0.5","0.18",409391,361054
1044,1044,"0.5","0.18",409391,360954
1045,1045,"0.5","0.18",409391,360854
1046,1046,"0.5","0.18",409391,360754
1047,1047,"0.4","0.1",409391,360654
1048,1048,"0.4","0.1",409391,360554
1049,1049,"0.4","0.1",409391,360454
1050,1050,"0.4","0.1",409391,360354
1051,1051,"0.4","0.1",409391,360254
1052,1052,"0.3","0.1",409391,360154
1053,1053,"0.3","0.08",409391,360054
1054,1054,"0.3","0.08",409391,359954
1055,1055,"0.3","0.08",409391,359854
1056,1056,"0.3","0.08",409391,359754
1057,1057,"0.1","0.04",409391,359654
1058,1058,"0.1","0.06",409391,359554
1059,1059,"0.1","0.06",409391,359454
1060,1060,"0.1","0.06",409391,359354
1061,1061,"0.03","0.04",409391,359254
1062,1062,"0.03","0.04",409391,359154
1063,1063,"0.03","0.04",409391,359054
1064,1064,"0.03","0.04",409391,358954
1065,1065,"0.03","0.04",409391,358854
1066,1066,"0.03","0.04",409391,358754
1067,1067,"0.03","0.04",409391,358654
1068,1068,"0.03","0.04",409391,358554
1069,1069,"0.03","0.04",409391,358454
1070,1070,"0.03","0.04",409391,358354
1071,1071,"0.03","0.04",409391,358254
1072,1072,"0.03","0.04",409391,358154
1073,1073,"0.03","0.04",409391,358054
1074,1074,"0.03","0.04",409391,357954
1075,1075,"0.85","0.04",409391,357854
1076,1076,"0.85","0.04",409391,357754
1077,1077,"0.85","0.04",409391,357654
1078,1078,"0.85","0.04",409391,357554
1079,1079,"0.2","0.04",409391,357454
1080,1080,"0.1","0.04",409391,357354
1081,1081,"0.1","0.04",409391,357254
1082,1082,"0.1","0.04",409391,357154
1083,1083,"0.4","0.04",409391,357054
1084,1084,"0.4","0.04",409391,356954
1085,1085,"0.4","0.04",409391,356854
1086,1086,"0.4","0.04",409391,356754
1087,1087,"0.03","0.04",409391,356654
1088,1088,"0.5","0.1",409391,356554
1089,1089,"0.5","0.1",409391,356454
1090,1090,"0.5","0.18",409391,356354
1091,1091,"0.5","0.18",409391,356254
1092,1092,"0.5","0.18",409391,356154
1093,1093,"0.5","0.18",409491,361254
1094,1094,"0.5","0.18",409491,361154
1095,1095,"0.5","0.18",409491,361054
1096,1096,"0.5","0.18",409491,360954
1097,1097,"0.5","0.18",409491,360854
1098,1098,"0.5","0.18",409491,360754
1099,1099,"0.4","0.1",409491,360654
1100,1100,"0.4","0.1",409491,360554
1101,1101,"0.4","0.1",409491,360454
1102,1102,"0.4","0.1",409491,360354
1103,1103,"0.4","0.1",409491,360254
1104,1104,"0.3","0.1",409491,360154
1105,1105,"0.3","0.08",409491,360054
1106,1106,"0.3","0.08",409491,359954
1107,1107,"0.3","0.08",409491,359854
1108,1108,"0.3","0.08",409491,359754
1109,1109,"0.1","0.04",409491,359654
1110,1110,"0.1","0.06",409491,359554
1111,1111,"0.1","0.06",409491,359454
1112,1112,"0.1","0.06",409491,359354
1113,1113,"0.03","0.04",409491,359254
1114,1114,"0.03","0.04",409491,359154
1115,1115,"0.03","0.04",409491,359054
1116,1116,"0.03","0.04",409491,358954
1117,1117,"0.03","0.04",409491,358854
1118,1118,"0.03","0.04",409491,358754
1119,1119,"0.03","0.03",409491,358654
1120,1120,"0.03","0.03",409491,358554
1121,1121,"0.03","0.03",409491,358454
1122,1122,"0.03","0.03",409491,358354
1123,1123,"0.03","0.03",409491,358254
1124,1124,"0.03","0.03",409491,358154
1125,1125,"0.03","0.03",409491,358054
1126,1126,"0.03","0.03",409491,357954
1127,1127,"0.85","0.03",409491,357854
1128,1128,"0.85","0.03",409491,357754
1129,1129,"0.85","0.03",409491,357654
1130,1130,"0.85","0.03",409491,357554
1131,1131,"0.2","0.03",409491,357454
1132,1132,"0.1","0.03",409491,357354
1133,1133,"0.1","0.03",409491,357254
1134,1134,"0.1","0.03",409491,357154
1135,1135,"0.4","0.03",409491,357054
1136,1136,"0.4","0.03",409491,356954
1137,1137,"0.4","0.04",409491,356854
1138,1138,"0.4","0.04",409491,356754
1139,1139,"0.03","0.04",409491,356654
1140,1140,"0.5","0.1",409491,356554
1141,1141,"0.5","0.1",409491,356454
1142,1142,"0.5","0.18",409491,356354
1143,1143,"0.5","0.18",409491,356254
1144,1144,"0.5","0.18",409491,356154
1145,1145,"0.5","0.18",409591,361254
1146,1146,"0.5","0.18",409591,361154
1147,1147,"0.5","0.18",409591,361054
1148,1148,"0.5","0.18",409591,360954
1149,1149,"0.5","0.18",409591,360854
1150,1150,"0.5","0.18",409591,360754
1151,1151,"0.4","0.1",409591,360654
1152,1152,"0.4","0.1",409591,360554
1153,1153,"0.4","0.1",409591,360454
1154,1154,"0.4","0.1",409591,360354
1155,1155,"0.4","0.1",409591,360254
1156,1156,"0.3","0.1",409591,360154
1157,1157,"0.3","0.08",409591,360054
1158,1158,"0.3","0.08",409591,359954
1159,1159,"0.3","0.08",409591,359854
1160,1160,"0.3","0.08",409591,359754
1161,1161,"0.1","0.03",409591,359654
1162,1162,"0.1","0.06",409591,359554
1163,1163,"0.1","0.06",409591,359454
1164,1164,"0.1","0.06",409591,359354
1165,1165,"0.03","0.03",409591,359254
1166,1166,"0.03","0.03",409591,359154
1167,1167,"0.03","0.03",409591,359054
1168,1168,"0.03","0.03",409591,358954
1169,1169,"0.03","0.03",409591,358854
1170,1170,"0.03","0.03",409591,358754
1171,1171,"0.03","0.03",409591,358654
1172,1172,"0.03","0.03",409591,358554
1173,1173,"0.03","0.03",409591,358454
1174,1174,"0.03","0.03",409591,358354
1175,1175,"0.03","0.03",409591,358254
1176,1176,"0.03","0.03",409591,358154
1177,1177,"0.03","0.03",409591,358054
1178,1178,"0.03","0.03",409591,357954
1179,1179,"0.85","0.03",409591,357854
1180,1180,"0.85","0.03",409591,357754
1181,1181,"0.85","0.03",409591,357654
1182,1182,"0.85","0.03",409591,357554
1183,1183,"0.2","0.03",409591,357454
1184,1184,"0.1","0.03",409591,357354
1185,1185,"0.1","0.03",409591,357254
1186,1186,"0.1","0.03",409591,357154
1187,1187,"0.4","0.03",409591,357054
1188,1188,"0.4","0.03",409591,356954
1189,1189,"0.4","0.04",409591,356854
1190,1190,"0.4","0.04",409591,356754
1191,1191,"0.03","0.04",409591,356654
1192,1192,"0.5","0.1",409591,356554
1193,1193,"0.5","0.1",409591,356454
1194,1194,"0.5","0.18",409591,356354
1195,1195,"0.5","0.18",409591,356254
1196,1196,"0.5","0.18",409591,356154
1197,1197,"0.5","0.18",409691,361254
1198,1198,"0.5","0.18",409691,361154
1199,1199,"0.5","0.18",409691,361054
1200,1200,"0.5","0.18",409691,360954
1201,1201,"0.5","0.18",409691,360854
1202,1202,"0.5","0.18",409691,360754
1203,1203,"0.4","0.1",409691,360654
1204,1204,"0.4","0.1",409691,360554
1205,1205,"0.4","0.1",409691,360454
1206,1206,"0.4","0.1",409691,360354
1207,1207,"0.4","0.1",409691,360254
1208,1208,"0.3","0.1",409691,360154
1209,1209,"0.3","0.08",409691,360054
1210,1210,"0.3","0.08",409691,359954
1211,1211,"0.3","0.08",409691,359854
1212,1212,"0.3","0.08",409691,359754
1213,1213,"0.1","0.03",409691,359654
1214,1214,"0.1","0.06",409691,359554
1215,1215,"0.1","0.06",409691,359454
1216,1216,"0.1","0.06",409691,359354
1217,1217,"0.88","0.03",409691,359254
1218,1218,"0.88","0.03",409691,359154
1219,1219,"0.7","0.03",409691,359054
1220,1220,"0.7","0.03",409691,358954
1221,1221,"0.7","0.03",409691,358854
1222,1222,"0.02","0.03",409691,358754
1223,1223,"0.05","0.03",409691,358654
1224,1224,"0.05","0.03",409691,358554
1225,1225,"0.05","0.03",409691,358454
1226,1226,"0.05","0.03",409691,358354
1227,1227,"0.05","0.03",409691,358254
1228,1228,"0.05","0.03",409691,358154
1229,1229,"0.05","0.03",409691,358054
1230,1230,"0.02","0.03",409691,357954
1231,1231,"0.85","0.03",409691,357854
1232,1232,"0.85","0.03",409691,357754
1233,1233,"0.85","0.03",409691,357654
1234,1234,"0.85","0.03",409691,357554
1235,1235,"0.2","0.03",409691,357454
1236,1236,"0.1","0.03",409691,357354
1237,1237,"0.1","0.025",409691,357254
1238,1238,"0.1","0.025",409691,357154
1239,1239,"0.4","0.025",409691,357054
1240,1240,"0.4","0.025",409691,356954
1241,1241,"0.4","0.025",409691,356854
1242,1242,"0.4","0.025",409691,356754
1243,1243,"0.02","0.04",409691,356654
1244,1244,"0.5","0.1",409691,356554
1245,1245,"0.5","0.1",409691,356454
1246,1246,"0.5","0.18",409691,356354
1247,1247,"0.5","0.18",409691,356254
1248,1248,"0.5","0.18",409691,356154
1249,1249,"0.5","0.18",409791,361254
1250,1250,"0.5","0.18",409791,361154
1251,1251,"0.5","0.18",409791,361054
1252,1252,"0.5","0.18",409791,360954
1253,1253,"0.5","0.18",409791,360854
1254,1254,"0.5","0.18",409791,360754
1255,1255,"0.4","0.1",409791,360654
1256,1256,"0.4","0.1",409791,360554
1257,1257,"0.4","0.1",409791,360454
1258,1258,"0.4","0.1",409791,360354
1259,1259,"0.4","0.1",409791,360254
1260,1260,"0.3","0.1",409791,360154
1261,1261,"0.3","0.08",409791,360054
1262,1262,"0.3","0.08",409791,359954
1263,1263,"0.3","0.08",409791,359854
1264,1264,"0.3","0.08",409791,359754
1265,1265,"0.1","0.03",409791,359654
1266,1266,"0.1","0.06",409791,359554
1267,1267,"0.1","0.06",409791,359454
1268,1268,"0.1","0.06",409791,359354
1269,1269,"0.88","0.03",409791,359254
1270,1270,"0.88","0.03",409791,359154
1271,1271,"0.7","0.03",409791,359054
1272,1272,"0.7","0.03",409791,358954
1273,1273,"0.7","0.03",409791,358854
1274,1274,"0.02","0.03",409791,358754
1275,1275,"0.05","0.03",409791,358654
1276,1276,"0.05","0.03",409791,358554
1277,1277,"0.05","0.03",409791,358454
1278,1278,"0.05","0.03",409791,358354
1279,1279,"0.05","0.03",409791,358254
1280,1280,"0.05","0.03",409791,358154
1281,1281,"0.05","0.03",409791,358054
1282,1282,"0.05","0.03",409791,357954
1283,1283,"0.85","0.025",409791,357854
1284,1284,"0.85","0.025",409791,357754
1285,1285,"0.85","0.025",409791,357654
1286,1286,"0.85","0.025",409791,357554
1287,1287,"0.2","0.025",409791,357454
1288,1288,"0.1","0.025",409791,357354
1289,1289,"0.1","0.025",409791,357254
1290,1290,"0.1","0.025",409791,357154
1291,1291,"0.4","0.025",409791,357054
1292,1292,"0.4","0.025",409791,356954
1293,1293,"0.4","0.025",409791,356854
1294,1294,"0.4","0.025",409791,356754
1295,1295,"0.02","0.04",409791,356654
1296,1296,"0.5","0.1",409791,356554
1297,1297,"0.5","0.1",409791,356454
1298,1298,"0.5","0.18",409791,356354
1299,1299,"0.5","0.18",409791,356254
1300,1300,"0.5","0.18",409791,356154
1301,1301,"0.5","0.18",409891,361254
1302,1302,"0.5","0.18",409891,361154
1303,1303,"0.5","0.18",409891,361054
1304,1304,"0.5","0.18",409891,360954
1305,1305,"0.5","0.18",409891,360854
1306,1306,"0.5","0.18",409891,360754
1307,1307,"0.4","0.1",409891,360654
1308,1308,"0.4","0.1",409891,360554
1309,1309,"0.4","0.1",409891,360454
1310,1310,"0.4","0.1",409891,360354
1311,1311,"0.4","0.1",409891,360254
1312,1312,"0.3","0.1",409891,360154
1313,1313,"0.3","0.08",409891,360054
1314,1314,"0.3","0.08",409891,359954
1315,1315,"0.3","0.08",409891,359854
1316,1316,"0.3","0.035",409891,359754
1317,1317,"0.1","0.035",409891,359654
1318,1318,"0.1","0.06",409891,359554
1319,1319,"0.1","0.06",409891,359454
1320,1320,"0.1","0.06",409891,359354
1321,1321,"0.88","0.025",409891,359254
1322,1322,"0.88","0.025",409891,359154
1323,1323,"0.7","0.025",409891,359054
1324,1324,"0.03","0.025",409891,358954
1325,1325,"0.03","0.025",409891,358854
1326,1326,"0.02","0.025",409891,358754
1327,1327,"0.04","0.025",409891,358654
1328,1328,"0.04","0.025",409891,358554
1329,1329,"0.04","0.025",409891,358454
1330,1330,"0.04","0.025",409891,358354
1331,1331,"0.04","0.025",409891,358254
1332,1332,"0.02","0.025",409891,358154
1333,1333,"0.05","0.025",409891,358054
1334,1334,"0.05","0.025",409891,357954
1335,1335,"0.85","0.025",409891,357854
1336,1336,"0.85","0.025",409891,357754
1337,1337,"0.85","0.025",409891,357654
1338,1338,"0.85","0.025",409891,357554
1339,1339,"0.2","0.025",409891,357454
1340,1340,"0.1","0.025",409891,357354
1341,1341,"0.1","0.025",409891,357254
1342,1342,"0.1","0.025",409891,357154
1343,1343,"0.4","0.025",409891,357054
1344,1344,"0.4","0.025",409891,356954
1345,1345,"0.4","0.025",409891,356854
1346,1346,"0.4","0.025",409891,356754
1347,1347,"0.02","0.04",409891,356654
1348,1348,"0.5","0.1",409891,356554
1349,1349,"0.5","0.1",409891,356454
1350,1350,"0.5","0.18",409891,356354
1351,1351,"0.5","0.18",409891,356254
1352,1352,"0.5","0.18",409891,356154
1353,1353,"0.5","0.18",409991,361254
1354,1354,"0.5","0.18",409991,361154
1355,1355,"0.5","0.18",409991,361054
1356,1356,"0.5","0.18",409991,360954
1357,1357,"0.5","0.18",409991,360854
1358,1358,"0.5","0.18",409991,360754
1359,1359,"0.4","0.1",409991,360654
1360,1360,"0.4","0.1",409991,360554
1361,1361,"0.4","0.1",409991,360454
1362,1362,"0.4","0.1",409991,360354
1363,1363,"0.4","0.1",409991,360254
1364,1364,"0.3","0.1",409991,360154
1365,1365,"0.3","0.08",409991,360054
1366,1366,"0.3","0.08",409991,359954
1367,1367,"0.3","0.08",409991,359854
1368,1368,"0.3","0.035",409991,359754
1369,1369,"0.1","0.035",409991,359654
1370,1370,"0.1","0.06",409991,359554
1371,1371,"0.1","0.06",409991,359454
1372,1372,"0.1","0.06",409991,359354
1373,1373,"0.88","0.025",409991,359254
1374,1374,"0.88","0.025",409991,359154
1375,1375,"0.7","0.025",409991,359054
1376,1376,"0.03","0.025",409991,358954
1377,1377,"0.03","0.025",409991,358854
1378,1378,"0.03","0.025",409991,358754
1379,1379,"0.04","0.025",409991,358654
1380,1380,"0.04","0.025",409991,358554
1381,1381,"0.04","0.025",409991,358454
1382,1382,"0.04","0.025",409991,358354
1383,1383,"0.04","0.025",409991,358254
1384,1384,"0.02","0.025",409991,358154
1385,1385,"0.05","0.025",409991,358054
1386,1386,"0.05","0.025",409991,357954
1387,1387,"0.85","0.025",409991,357854
1388,1388,"0.85","0.025",409991,357754
1389,1389,"0.85","0.025",409991,357654
1390,1390,"0.85","0.025",409991,357554
1391,1391,"0.2","0.025",409991,357454
1392,1392,"0.1","0.025",409991,357354
1393,1393,"0.1","0.025",409991,357254
1394,1394,"0.1","0.025",409991,357154
1395,1395,"0.4","0.025",409991,357054
1396,1396,"0.4","0.025",409991,356954
1397,1397,"0.4","0.025",409991,356854
1398,1398,"0.4","0.025",409991,356754
1399,1399,"0.02","0.04",409991,356654
1400,1400,"0.5","0.1",409991,356554
1401,1401,"0.5","0.1",409991,356454
1402,1402,"0.5","0.18",409991,356354
1403,1403,"0.5","0.18",409991,356254
1404,1404,"0.5","0.18",409991,356154
1405,1405,"0.5","0.18",410091,361254
1406,1406,"0.5","0.18",410091,361154
1407,1407,"0.5","0.18",410091,361054
1408,1408,"0.5","0.18",410091,360954
1409,1409,"0.5","0.18",410091,360854
1410,1410,"0.5","0.18",410091,360754
1411,1411,"0.4","0.1",410091,360654
1412,1412,"0.4","0.1",410091,360554
1413,1413,"0.4","0.1",410091,360454
1414,1414,"0.4","0.1",410091,360354
1415,1415,"0.4","0.1",410091,360254
1416,1416,"0.3","0.1",410091,360154
